type,title,release_year,rating,listed_in,movie_duration,series_duration,cluster,sub_cluster
Movie,My Suicide,2009,TV-MA,"Comedies, Dramas, Independent Movies",111.0,0,2,3.0
Movie,Naan Sigappu Manithan,2014,TV-14,"Action & Adventure, Dramas, International Movies",147.0,0,2,15.0
Movie,Nasha,2013,TV-14,"Dramas, International Movies, Romantic Movies",115.0,0,2,15.0
Movie,Naughty Jatts,2013,TV-PG,"Comedies, International Movies, Music & Musicals",121.0,0,2,1.0
Movie,Needhi Singh,2016,TV-14,"Action & Adventure, Dramas, International Movies",103.0,0,2,15.0
Movie,Peace Haven,2016,TV-14,"Comedies, Dramas, Independent Movies",73.0,0,2,4.0
Movie,Phantom,2015,TV-14,"Action & Adventure, International Movies",129.0,0,2,0.0
Movie,Pizza,2014,TV-14,"Horror Movies, International Movies, Thrillers",102.0,0,2,0.0
Movie,Pooja Kiven Aa,2013,TV-PG,"Comedies, International Movies, Music & Musicals",122.0,0,2,1.0
Movie,Race,2008,TV-14,"Action & Adventure, International Movies, Music & Musicals",155.0,0,2,0.0
Movie,Race 2,2013,TV-14,"Action & Adventure, International Movies, Music & Musicals",139.0,0,2,0.0
Movie,Saadey CM Saab,2015,TV-PG,"Comedies, Dramas, International Movies",131.0,0,2,1.0
Movie,Sat Shri Akaal England,2017,TV-14,"Comedies, Dramas, International Movies",127.0,0,2,4.0
TV Show,Strong,2016,TV-14,Reality TV,0.0,1,3,5.0
Movie,Thaandavam,2012,TV-14,"Action & Adventure, International Movies, Music & Musicals",156.0,0,2,0.0
Movie,The Birth Reborn,2018,TV-MA,"Documentaries, International Movies",91.0,0,2,17.0
Movie,Theeya Velai Seyyanum Kumaru,2013,TV-PG,"Comedies, International Movies, Music & Musicals",132.0,0,2,1.0
TV Show,Three Wives One Husband,2018,TV-14,"British TV Shows, International TV Shows, Reality TV",0.0,1,3,5.0
Movie,Tiger,2016,TV-14,"Action & Adventure, Dramas, International Movies",130.0,0,2,15.0
Movie,Udaan,2010,TV-MA,"Dramas, Independent Movies, International Movies",137.0,0,2,7.0
Movie,Vettai,2012,TV-14,"Action & Adventure, International Movies, Music & Musicals",156.0,0,2,0.0
Movie,Wake Up Sid,2009,TV-14,"Comedies, International Movies, Romantic Movies",132.0,0,2,4.0
Movie,We Are Family,2010,TV-14,"Dramas, International Movies",119.0,0,2,15.0
Movie,What the Jatt!!,2015,TV-PG,"Comedies, International Movies, Romantic Movies",140.0,0,2,1.0
Movie,Zindagi Kitni Haseen Hay,2016,TV-14,"Dramas, International Movies, Romantic Movies",126.0,0,2,15.0
Movie,Big Miracle,2012,PG,"Children & Family Movies, Dramas",107.0,0,2,2.0
Movie,Paradise Lost,2018,TV-MA,"Dramas, Independent Movies, International Movies",111.0,0,2,7.0
Movie,Animal World,2018,TV-MA,"Action & Adventure, International Movies, Sci-Fi & Fantasy",130.0,0,2,13.0
Movie,Hold the Dark,2018,TV-MA,"Action & Adventure, Dramas",126.0,0,2,3.0
Movie,Lessons from a School Shooting: Notes from Dunblane,2018,TV-14,Documentaries,24.0,0,2,12.0
TV Show,Made in Mexico,2018,TV-MA,"International TV Shows, Reality TV, Spanish-Language TV Shows",0.0,1,3,11.0
TV Show,Reboot: The Guardian Code,2018,TV-Y7,Kids' TV,0.0,2,3,13.0
TV Show,Skylanders Academy,2018,TV-Y7,"Kids' TV, TV Comedies",0.0,3,3,13.0
Movie,The 3rd Eye,2018,TV-MA,"Horror Movies, International Movies",108.0,0,2,13.0
Movie,Two Catalonias,2018,TV-MA,"Documentaries, International Movies",117.0,0,2,17.0
Movie,In Darkness,2018,TV-MA,"Independent Movies, International Movies, Thrillers",101.0,0,2,13.0
TV Show,Battlefish,2018,TV-MA,"Reality TV, Science & Nature TV, TV Action & Adventure",0.0,1,3,5.0
TV Show,DRAGON PILOT: Hisone & Masotan,2018,TV-14,"Anime Series, International TV Shows",0.0,1,3,9.0
TV Show,Maniac,2018,TV-MA,"TV Comedies, TV Dramas, TV Mysteries",0.0,1,3,1.0
Movie,Quincy,2018,TV-MA,"Documentaries, Music & Musicals",124.0,0,2,17.0
Movie,Rafinha Bastos: Ultimatum,2018,TV-MA,Stand-Up Comedy,63.0,0,2,5.0
TV Show,The Good Cop,2018,TV-14,"Crime TV Shows, TV Comedies, TV Dramas",0.0,1,3,17.0
TV Show,Mobile Suit Gundam UC,2014,TV-PG,"Anime Series, International TV Shows",0.0,1,3,0.0
TV Show,Transformers: Rescue Bots,2016,TV-Y7,Kids' TV,0.0,1,3,13.0
TV Show,Al Hayba,2017,TV-14,"Crime TV Shows, International TV Shows, TV Dramas",0.0,1,3,10.0
TV Show,American Vandal,2018,TV-MA,"Crime TV Shows, TV Comedies, Teen TV Shows",0.0,2,3,15.0
TV Show,Boca Juniors Confidential,2018,TV-PG,"Docuseries, International TV Shows, Spanish-Language TV Shows",0.0,1,3,7.0
TV Show,Ingobernable,2018,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",0.0,2,3,11.0
TV Show,Norm Macdonald Has a Show,2018,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies",0.0,1,3,15.0
TV Show,Super Monsters Monster Party,2018,TV-Y,Kids' TV,0.0,1,3,4.0
Movie,The Angel,2018,TV-MA,"Dramas, International Movies, Thrillers",114.0,0,2,7.0
Movie,The Land of Steady Habits,2018,TV-MA,"Comedies, Dramas, Independent Movies",98.0,0,2,3.0
TV Show,The Rise of Phoenixes,2018,TV-14,"International TV Shows, Romantic TV Shows, TV Action & Adventure",0.0,1,3,12.0
Movie,Reversing Roe,2018,TV-14,Documentaries,100.0,0,2,12.0
TV Show,Life,2018,TV-MA,"International TV Shows, Korean TV Shows, TV Dramas",0.0,1,3,2.0
Movie,On My Skin,2018,TV-MA,"Dramas, International Movies",100.0,0,2,7.0
TV Show,Daniel Sloss: Live Shows,2018,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies",0.0,1,3,15.0
TV Show,If I were an Animal,2018,TV-G,"Docuseries, Kids' TV, Science & Nature TV",0.0,1,3,3.0
Movie,The Resistance Banker,2018,TV-MA,"Dramas, International Movies",123.0,0,2,7.0
TV Show,Show Me the Money,2004,TV-14,"International TV Shows, TV Comedies",0.0,2,3,18.0
TV Show,Transformers Prime,2013,TV-Y7,Kids' TV,0.0,1,3,13.0
TV Show,Transformers: Robots in Disguise,2016,TV-Y7,Kids' TV,0.0,1,3,13.0
Movie,City of Joy,2018,TV-MA,Documentaries,77.0,0,2,17.0
TV Show,First and Last,2018,TV-MA,Docuseries,0.0,1,3,14.0
TV Show,Marvel's Iron Fist,2018,TV-MA,"Crime TV Shows, TV Action & Adventure, TV Dramas",0.0,2,3,16.0
Movie,Next Gen,2018,TV-PG,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",106.0,0,2,2.0
Movie,Sierra Burgess Is A Loser,2018,PG-13,"Comedies, Romantic Movies",106.0,0,2,14.0
TV Show,Stretch Armstrong & the Flex Fighters,2018,TV-Y7,Kids' TV,0.0,2,3,13.0
Movie,The Most Assassinated Woman in the World,2018,TV-MA,"Dramas, International Movies, Thrillers",102.0,0,2,7.0
Movie,PK,2014,TV-14,"Comedies, Dramas, International Movies",146.0,0,2,4.0
Movie,The Debt Collector,2018,TV-MA,Action & Adventure,96.0,0,2,13.0
TV Show,Monkey Twins,2018,TV-MA,"Crime TV Shows, International TV Shows, TV Action & Adventure",0.0,1,3,11.0
TV Show,Quantico,2018,TV-14,"Crime TV Shows, TV Dramas, TV Mysteries",0.0,3,3,8.0
TV Show,Age of Rebellion,2018,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",0.0,1,3,2.0
Movie,Carbon,2017,TV-MA,"Dramas, International Movies, Thrillers",104.0,0,2,7.0
Movie,Garbage,2018,TV-MA,"Dramas, Independent Movies, International Movies",109.0,0,2,7.0
Movie,​​Kuch Bheege Alfaaz,2018,TV-14,"Dramas, Independent Movies, International Movies",110.0,0,2,15.0
Movie,Love and Shukla,2017,TV-MA,"Dramas, Independent Movies, International Movies",110.0,0,2,7.0
Movie,Once Again,2018,TV-PG,"Dramas, Independent Movies, International Movies",101.0,0,2,1.0
TV Show,Sisters,2018,TV-MA,"International TV Shows, TV Comedies, TV Dramas",0.0,1,3,2.0
Movie,Sparring,2017,TV-MA,"Dramas, International Movies, Sports Movies",94.0,0,2,7.0
TV Show,Cathedral of the Sea,2017,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Dramas",0.0,1,3,2.0
TV Show,Inside the Criminal Mind,2018,TV-MA,"Crime TV Shows, Docuseries, International TV Shows",0.0,1,3,14.0
TV Show,The Comedy Lineup,2018,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies",0.0,2,3,15.0
Movie,The Laws of Thermodynamics,2018,TV-MA,"Comedies, International Movies, Romantic Movies",101.0,0,2,6.0
TV Show,Ultimate Beastmaster,2018,TV-PG,Reality TV,0.0,3,3,8.0
TV Show,Ultimate Beastmaster México,2018,TV-PG,"Reality TV, Spanish-Language TV Shows",0.0,3,3,8.0
TV Show,Undercover Law,2017,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",0.0,1,3,11.0
Movie,Naam Shabana,2017,TV-14,"Action & Adventure, International Movies",141.0,0,2,0.0
Movie,Qarib Qarib Singlle,2017,TV-14,"Comedies, International Movies, Romantic Movies",120.0,0,2,4.0
Movie,Spyder,2017,TV-14,"Action & Adventure, International Movies",140.0,0,2,0.0
TV Show,Chicken Soup for the Soul's Being Dad,2018,TV-MA,Docuseries,0.0,1,3,14.0
Movie,Maria Bamford: The Special Special Special,2012,TV-MA,Stand-Up Comedy,50.0,0,2,5.0
Movie,Bert Kreischer: Secret Time,2018,TV-MA,Stand-Up Comedy,57.0,0,2,5.0
TV Show,GHOUL,2018,TV-MA,"International TV Shows, TV Dramas, TV Horror",0.0,1,3,2.0
Movie,One Last Shot,1998,TV-MA,Comedies,31.0,0,1,1.0
TV Show,Take My Brother Away,2018,TV-14,"International TV Shows, TV Comedies, TV Dramas",0.0,1,3,17.0
Movie,The After Party,2018,TV-MA,"Comedies, Music & Musicals",90.0,0,2,6.0
TV Show,The Innocents,2018,TV-MA,"British TV Shows, International TV Shows, Romantic TV Shows",0.0,1,3,11.0
Movie,Bareilly Ki Barfi,2017,TV-14,"Comedies, Dramas, International Movies",110.0,0,2,4.0
Movie,Mersal,2017,TV-14,"Action & Adventure, Dramas, International Movies",162.0,0,2,15.0
Movie,Mom,2017,TV-14,"Dramas, International Movies, Thrillers",139.0,0,2,15.0
Movie,Pad Man,2018,PG-13,"Dramas, International Movies, Romantic Movies",130.0,0,2,9.0
Movie,Toilet: Ek Prem Katha,2017,TV-14,"Comedies, Dramas, International Movies",145.0,0,2,4.0
Movie,Party Monster: Scratching the Surface,2018,TV-14,Comedies,33.0,0,2,12.0
TV Show,Stay Here,2018,TV-PG,Reality TV,0.0,1,3,5.0
Movie,The Motive,2017,TV-MA,"Comedies, Dramas, International Movies",114.0,0,2,7.0
Movie,To All the Boys I’ve Loved Before,2018,TV-14,"Comedies, International Movies, Romantic Movies",100.0,0,2,4.0
Movie,Yoo Byung Jae: Discomfort Zone,2018,TV-MA,Stand-Up Comedy,54.0,0,2,5.0
Movie,Bhavesh Joshi Superhero,2018,TV-14,"Dramas, International Movies, Sci-Fi & Fantasy",150.0,0,2,15.0
Movie,For Here or to Go?,2015,TV-MA,"Comedies, Dramas, Independent Movies",105.0,0,2,3.0
TV Show,72 Dangerous Animals: Asia,2018,TV-14,"Docuseries, International TV Shows, Science & Nature TV",0.0,1,3,6.0
TV Show,Afflicted,2018,TV-MA,"Docuseries, Reality TV, Science & Nature TV",0.0,1,3,14.0
TV Show,All About the Washingtons,2018,TV-PG,TV Comedies,0.0,1,3,0.0
Movie,The Guernsey Literary and Potato Peel Pie Society,2018,TV-PG,"Dramas, Romantic Movies",124.0,0,2,1.0
Movie,The Package,2018,TV-MA,Comedies,95.0,0,2,6.0
Movie,Zion,2018,TV-PG,"Documentaries, Sports Movies",12.0,0,2,8.0
Movie,Perdida,2018,TV-MA,"Dramas, International Movies, Thrillers",104.0,0,2,7.0
TV Show,The Originals,2018,TV-14,"TV Dramas, TV Horror, TV Mysteries",0.0,5,0,0.0
TV Show,Pretty Man,2018,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",0.0,1,3,10.0
TV Show,On Children,2018,TV-14,"International TV Shows, TV Dramas, TV Mysteries",0.0,1,3,10.0
Movie,2 States,2014,TV-PG,"Comedies, Dramas, International Movies",143.0,0,2,1.0
Movie,Baaghi,2016,TV-14,"Action & Adventure, International Movies",127.0,0,2,0.0
Movie,Brij Mohan Amar Rahe,2018,TV-MA,"Comedies, Dramas, International Movies",100.0,0,2,7.0
Movie,Flavors of Youth: International Version,2018,TV-PG,"Anime Features, International Movies, Romantic Movies",74.0,0,2,1.0
TV Show,Cocaine Coast,2018,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",0.0,1,3,11.0
TV Show,Dinotrux Supercharged,2018,TV-Y7,Kids' TV,0.0,3,3,13.0
Movie,Like Father,2018,TV-MA,"Comedies, Dramas",104.0,0,2,3.0
Movie,7 Khoon Maaf,2011,TV-MA,"Dramas, International Movies, Thrillers",148.0,0,2,7.0
Movie,Chillar Party,2011,TV-PG,"Children & Family Movies, Comedies, Dramas",127.0,0,2,1.0
Movie,Fashion,2008,TV-MA,"Dramas, International Movies",158.0,0,2,7.0
Movie,Fitoor,2016,TV-14,"Dramas, International Movies, Romantic Movies",124.0,0,2,15.0
Movie,Fiza,2000,TV-14,"Dramas, International Movies, Music & Musicals",163.0,0,1,1.0
Movie,Guzaarish,2010,TV-14,"Dramas, International Movies",121.0,0,2,15.0
Movie,Haider,2014,TV-MA,"Dramas, International Movies, Romantic Movies",154.0,0,2,7.0
Movie,Highway,2014,TV-14,"Action & Adventure, Dramas, International Movies",127.0,0,2,15.0
Movie,I Hate Luv Storys,2010,TV-14,"Comedies, International Movies, Music & Musicals",128.0,0,2,4.0
Movie,Joker,2012,TV-PG,"Comedies, International Movies, Music & Musicals",98.0,0,2,1.0
Movie,Main aurr Mrs. Khanna,2009,TV-14,"International Movies, Music & Musicals, Romantic Movies",109.0,0,2,0.0
Movie,Mohenjo Daro,2016,TV-14,"Action & Adventure, Dramas, International Movies",168.0,0,2,15.0
Movie,Raajneeti,2010,TV-14,"Dramas, International Movies, Thrillers",162.0,0,2,15.0
Movie,Rang De Basanti,2006,TV-14,"Dramas, International Movies",159.0,0,2,15.0
Movie,Rowdy Rathore,2012,TV-14,"Action & Adventure, Comedies, International Movies",137.0,0,2,4.0
Movie,Tamasha,2015,TV-14,"Dramas, International Movies, Romantic Movies",133.0,0,2,15.0
Movie,Tere Naal Love Ho Gaya,2012,TV-14,"Comedies, International Movies, Romantic Movies",127.0,0,2,4.0
Movie,Thank You,2011,TV-14,"Comedies, International Movies, Romantic Movies",131.0,0,2,4.0
Movie,The Blue Umbrella,2005,TV-PG,"Children & Family Movies, Dramas, Independent Movies",90.0,0,2,1.0
TV Show,Becoming Champions,2018,TV-G,"Docuseries, International TV Shows",0.0,1,3,7.0
Movie,Being Napoleon,2018,TV-MA,Documentaries,88.0,0,2,17.0
Movie,Invisible,2017,TV-MA,"Dramas, Independent Movies, International Movies",87.0,0,2,7.0
TV Show,Switched,2018,TV-MA,"International TV Shows, TV Dramas, TV Mysteries",0.0,1,3,1.0
TV Show,The Could’ve-Gone-All-the-Way Committee,2018,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",0.0,1,3,10.0
TV Show,A Very Secret Service,2018,TV-MA,"International TV Shows, TV Comedies",0.0,2,3,15.0
TV Show,SWORDGAI The Animation,2018,TV-MA,"Anime Series, International TV Shows",0.0,2,3,9.0
Movie,Da Kath & Kim Code,2005,TV-PG,Movies,82.0,0,2,8.0
Movie,Kath & Kimderella,2012,TV-14,Comedies,86.0,0,2,4.0
TV Show,Kath and Kim,2007,TV-MA,TV Comedies,0.0,6,0,0.0
Movie,The Mansion,2017,TV-MA,"Comedies, Horror Movies, International Movies",100.0,0,2,6.0
Movie,Coco y Raulito: Carrusel de ternura,2018,TV-MA,Stand-Up Comedy,57.0,0,2,5.0
TV Show,El Chapo,2018,TV-MA,"Crime TV Shows, Spanish-Language TV Shows, TV Action & Adventure",0.0,3,3,16.0
Movie,Extinction,2018,TV-MA,"Action & Adventure, Dramas, Sci-Fi & Fantasy",95.0,0,2,3.0
TV Show,Smoking,2018,TV-MA,"Crime TV Shows, International TV Shows, TV Action & Adventure",0.0,1,3,11.0
Movie,The Bleeding Edge,2018,TV-14,Documentaries,101.0,0,2,12.0
TV Show,Welcome to the Family,2018,TV-MA,"International TV Shows, TV Comedies, TV Dramas",0.0,1,3,2.0
Movie,Parmanu: The Story of Pokhran,2018,TV-PG,"Dramas, International Movies",124.0,0,2,1.0
Movie,Iliza Shlesinger: Elder Millennial,2018,TV-MA,Stand-Up Comedy,72.0,0,2,5.0
Movie,The Warning,2018,TV-MA,"International Movies, Thrillers",93.0,0,2,13.0
TV Show,Amazing Interiors,2018,TV-PG,"British TV Shows, International TV Shows, Reality TV",0.0,1,3,5.0
TV Show,Dark Tourist,2018,TV-MA,"Docuseries, International TV Shows",0.0,1,3,14.0
Movie,Duck Duck Goose,2018,PG,"Children & Family Movies, Comedies",92.0,0,2,2.0
Movie,Father of the Year,2018,TV-MA,Comedies,95.0,0,2,6.0
TV Show,Home: Adventures with Tip & Oh,2018,TV-Y7,"Kids' TV, TV Comedies",0.0,4,0,0.0
TV Show,Jimmy: The True Story of a True Idiot,2018,TV-MA,"International TV Shows, TV Comedies, TV Dramas",0.0,1,3,2.0
TV Show,Luna Petunia: Return to Amazia,2018,TV-Y,Kids' TV,0.0,2,3,4.0
Movie,Nothing to Lose,2018,PG,"Dramas, Faith & Spirituality, International Movies",133.0,0,2,15.0
Movie,El club de los buenos infieles,2018,TV-MA,"Comedies, International Movies",85.0,0,2,6.0
TV Show,Camarón Revolution,2018,TV-14,"Docuseries, International TV Shows, Spanish-Language TV Shows",0.0,1,3,6.0
Movie,Camarón: The Film,2018,TV-14,"Documentaries, International Movies, Music & Musicals",105.0,0,2,12.0
Movie,GODZILLA City on the Edge of Battle,2018,TV-14,"Action & Adventure, Anime Features, International Movies",101.0,0,2,0.0
Movie,Going for Gold,2018,TV-G,"Children & Family Movies, Dramas, International Movies",88.0,0,2,7.0
TV Show,The Joel McHale Show with Joel McHale,2018,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies",0.0,2,3,15.0
TV Show,Meteor Garden,2018,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",0.0,1,3,10.0
Movie,How It Ends,2018,TV-MA,"Action & Adventure, Sci-Fi & Fantasy",113.0,0,2,13.0
Movie,Jim Jefferies: This Is Me Now,2018,TV-MA,Stand-Up Comedy,71.0,0,2,5.0
Movie,Romina,2018,TV-MA,"Horror Movies, Independent Movies, International Movies",75.0,0,2,13.0
TV Show,Mossad 101,2017,TV-MA,"International TV Shows, TV Action & Adventure, TV Dramas",0.0,2,3,2.0
TV Show,Baby Ballroom,2018,TV-MA,"British TV Shows, International TV Shows, Reality TV",0.0,2,3,5.0
TV Show,Drug Lords,2018,TV-MA,"Crime TV Shows, Docuseries",0.0,2,3,14.0
TV Show,Mr. Sunshine,2018,TV-MA,"International TV Shows, Korean TV Shows, Romantic TV Shows",0.0,1,3,12.0
TV Show,First Team: Juventus,2018,TV-PG,"Docuseries, International TV Shows",0.0,2,3,7.0
Movie,Luciano Mellera: Infantiloide,2018,TV-14,Stand-Up Comedy,66.0,0,2,5.0
Movie,The Legacy of a Whitetail Deer Hunter,2018,TV-14,"Action & Adventure, Comedies, Dramas",83.0,0,2,4.0
Movie,The Skin of the Wolf,2018,TV-MA,"Dramas, Independent Movies, International Movies",110.0,0,2,7.0
Movie,White Fang,2018,TV-PG,"Children & Family Movies, Dramas",88.0,0,2,1.0
Movie,Sommore: Chandelier Status,2013,TV-MA,Stand-Up Comedy,77.0,0,2,5.0
Movie,Felipe Esparza: They're Not Going to Laugh at You,2012,TV-MA,Stand-Up Comedy,58.0,0,2,5.0
Movie,Joan Rivers: Don't Start with Me,2012,TV-MA,Stand-Up Comedy,69.0,0,2,5.0
Movie,Katt Williams: Kattpacalypse,2012,TV-MA,Stand-Up Comedy,61.0,0,2,5.0
Movie,King of Peking,2018,TV-14,"Comedies, Dramas, International Movies",88.0,0,2,4.0
Movie,Anthony Kaun Hai?,2006,TV-14,"Comedies, Dramas, International Movies",122.0,0,2,4.0
Movie,Bo Burnham: what.,2013,TV-MA,Stand-Up Comedy,60.0,0,2,5.0
Movie,Chalte Chalte,2003,TV-14,"Dramas, International Movies, Romantic Movies",166.0,0,1,1.0
Movie,Deewana Main Deewana,2013,TV-14,"Comedies, Dramas, International Movies",107.0,0,2,4.0
Movie,Duck Butter,2018,TV-MA,"Dramas, Independent Movies, LGBTQ Movies",94.0,0,2,3.0
Movie,I Am Kalam,2010,TV-PG,"Children & Family Movies, Comedies, Dramas",87.0,0,2,2.0
Movie,My Birthday Song,2018,TV-14,"Dramas, International Movies, Thrillers",92.0,0,2,15.0
Movie,Namastey London,2007,TV-14,"Comedies, Dramas, International Movies",130.0,0,2,4.0
TV Show,NCIS,2017,TV-14,"Crime TV Shows, TV Dramas, TV Mysteries",0.0,15,0,1.0
Movie,Soul Robbers,2015,TV-14,"Horror Movies, International Movies",88.0,0,2,0.0
Movie,Tum Milo Toh Sahi,2010,TV-14,"Comedies, Dramas, International Movies",128.0,0,2,4.0
Movie,What We Started,2017,TV-MA,"Documentaries, Music & Musicals",96.0,0,2,17.0
Movie,Zoo,2018,TV-MA,"Dramas, Independent Movies, International Movies",94.0,0,2,7.0
Movie,Bill Burr: You People Are All the Same,2012,TV-MA,Stand-Up Comedy,69.0,0,2,5.0
TV Show,Somewhere Between,2017,TV-14,"Crime TV Shows, TV Dramas, TV Mysteries",0.0,1,3,10.0
Movie,The Maus,2017,TV-MA,"Horror Movies, Independent Movies, International Movies",90.0,0,2,13.0
Movie,Calibre,2018,TV-MA,"Dramas, International Movies, Thrillers",101.0,0,2,7.0
TV Show,Churchill’s Secret Agents: The New Recruits,2018,TV-MA,"British TV Shows, International TV Shows, Reality TV",0.0,1,3,5.0
Movie,Jani Dueñas: Grandes fracasos de ayer y hoy,2018,TV-MA,Stand-Up Comedy,77.0,0,2,5.0
TV Show,Kiss Me First,2018,TV-MA,"British TV Shows, Crime TV Shows, International TV Shows",0.0,1,3,11.0
Movie,Penalty Kick,2018,TV-14,"Comedies, Dramas, International Movies",89.0,0,2,4.0
Movie,Recovery Boys,2018,TV-MA,Documentaries,90.0,0,2,17.0
Movie,TAU,2018,R,"Sci-Fi & Fantasy, Thrillers",98.0,0,2,11.0
TV Show,Hotel Transylvania,2017,TV-Y7,"Kids' TV, TV Comedies",0.0,1,3,13.0
Movie,W. Kamau Bell: Private School Negro,2018,TV-MA,Stand-Up Comedy,66.0,0,2,5.0
TV Show,Borges,2018,TV-MA,"International TV Shows, TV Comedies",0.0,1,3,15.0
Movie,Expelled from Paradise,2014,TV-MA,"Action & Adventure, Anime Features, Sci-Fi & Fantasy",103.0,0,2,13.0
Movie,"To Each, Her Own",2018,TV-MA,"Comedies, International Movies, LGBTQ Movies",95.0,0,2,6.0
TV Show,Life Sentence,2018,TV-14,TV Dramas,0.0,1,3,10.0
Movie,Brain on Fire,2016,PG-13,"Dramas, Independent Movies, International Movies",89.0,0,2,9.0
Movie,Derren Brown: Miracle,2018,TV-MA,International Movies,74.0,0,2,13.0
TV Show,Marvel's Luke Cage,2018,TV-MA,"Crime TV Shows, TV Action & Adventure, TV Dramas",0.0,2,3,16.0
Movie,Us and Them,2018,TV-MA,"Dramas, International Movies, Romantic Movies",119.0,0,2,7.0
Movie,Hannah Gadsby: Nanette,2018,TV-MA,Stand-Up Comedy,70.0,0,2,5.0
TV Show,Club de Cuervos Presents: The Ballad of Hugo Sánchez,2018,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Comedies",0.0,1,3,15.0
Movie,Lust Stories,2018,TV-MA,"Comedies, Dramas, International Movies",121.0,0,2,7.0
Movie,Maktub,2018,TV-MA,"Comedies, International Movies",106.0,0,2,6.0
Movie,Pacificum: Return to the Ocean,2017,TV-G,"Documentaries, International Movies",74.0,0,2,18.0
Movie,Set It Up,2018,TV-MA,"Comedies, Romantic Movies",106.0,0,2,6.0
